title,author,first_publish_year,edition_count,subject,subject_people,subject_places,subject_times,language,series,number_of_pages_median,publisher,publish_place,ratings_count,ratings_average
The Corrections,Jonathan Franzen,2001.0,50,"dementia, alcoholism, Protestantism, depression, corruption in Lituania, adultery, Christmas, Parent and adult child, Fiction, Married women, Married women in fiction, Parkinson's disease, Parkinson's disease in fiction, Middle West in fiction, Parent and adult child in fiction, National Book Award Winner, award:national_book_award=2001, award:national_book_award=fiction, New York Times bestseller, nyt:trade_fiction_paperback=2010-08-29, LGBT, Married women -- Fiction, Patients, Domestic fiction, Parkinson's disease -- Patients -- Fiction, Parent and adult child -- Fiction, Middle West -- Fiction, Older women, Families, Psychology, Christmas stories, Fiction, family life, Married people, fiction, Middle west, fiction, Large type books, Dysfunctional families, Social life and customs, Manners and customs, Mujeres casadas, Novela, Parálisis agitante, Pacientes, Padres e hijos, Fiction, family life, general, Familie, Eltern, Lebensplan, Erwachsenes Kind, Kritik","Alfred Lambert, Enid Lambert, Gary Lambert, Chip Lambert, Denise Lambert","St. Louis, Missouri, Philadelphia, Pennsylvania, New York, Queens, Manhattan, Lithuania, America, East Coast, St. Jude, Middle West","1990s, 20th century","spa, rus, eng, ger, fre",Boréal compact -- 226,624.0,"Farrar, Straus and Giroux","New York, USA",25,3.8
"The Stars, Like Dust",Isaac Asimov,1951.0,45,"Science fiction, Space colonies, Imperialism, Manned space flight, Fiction, Fiction, science fiction, action & adventure, Fiction, science fiction, general fiction, Long Now Manual for Civilization, American Science fiction",,Trantorian empire (Ficticious place),,"ita, chi, por, eng, ger, tur, fre",Galactic Empire #2,228.0,Doubleday,"Garden City, N.Y",25,3.4
Lords and Ladies,"Terry Pratchett, Nigel Planer, Tony Robinson",1992.0,50,"Fiction, Discworld (Imaginary place), Fantasy, Fiction, fantasy, general, Discworld (imaginary place), fiction, Granny weatherwax (fictitious character), fiction, Drama, Fiction, humorous, Literature and fiction (general), Literature and fiction, fantasy, English Fantasy fiction, Translations into Dutch, Witches, English literature","Granny Weatherwax (Fictional character), Nanny Ogg (Fictional character), Magrat Garlick (Fictional character)",Discworld (Imaginary place),,"cze, pol, dut, spa, rus, eng, ger, fre",Discworld (14),377.0,Harpercollins,London,34,4.264705882352941
The Black Dahlia,James Ellroy,1987.0,50,"Detective and mystery fiction, hard-boiled, thrillers, crime, noir, Fiction, police, young womenDetective and mystery stories, Murder, Police in fiction, Murder in fiction, Delitos, Detective and mystery stories, Young women in fiction, Novela policíaca, Young women, Ficción, Crime in fiction, Thriller, Investigation, Los angeles (calif.), fiction, Fiction, mystery & detective, general, Young women, fiction, California, fiction, Fiction, mystery & detective, hard-boiled, Bleichert, bucky (fictitious character), fiction, Romance policial, Literatura norte-americana, Asesinato, Ficcion, Policía, Historias misterio y detectives, American literature, Crime, fiction, Romans, Enquêtes criminelles, French language materials, Novela, NOVELAS POLICIACAS ESTADOUNIDENSES, Mystery fiction, Los Ángeles (Calif.), Novela policiaca, Spanish language materials, Crimes against","Elizabeth Short (1924-1947), Bucky Bleichert, Lee Blanchard","California, Los Angeles, Los Angeles (Calif.), Los Angeles (California), Los Ángeles, Hollywood","1946, 1947","dut, spa, chi, eng, ger, fre",B de Bolsillo,432.0,Mysterious Press,New York,18,3.8333333333333335
Contact,Carl Sagan,1985.0,50,"Exploration, Fiction, Human-alien encounters, Life on other planets, Radio astronomy, Women scientists, Interstellar communication, Interplanetary voyages, Long Now Manual for Civilization, Science Fiction - General, Fiction - Science Fiction, Science Fiction, Fiction / Science Fiction / General, Extraterrestrial beings, Astronomers, Large type books, political intrigue, First Contact, extraterrestrial life, Fiction, science fiction, general, New York Times reviewed","Eleanor ""Ellie"" Arroway, Carl Sagan (1934-1996)",Outer space,Generic present day,"eng, hrv, spa, por, tur, swe, fre, chi",Jet de Plaza & Janés -- 125,432.0,Simon and Schuster,"Thorndike, Me",102,4.176470588235294
Crome yellow,Aldous Huxley,1921.0,297,"Fiction, Intellectuals, Country homes, British and irish fiction (fictional works by one author), England, fiction, Fiction, humorous, general, Literature, English Poets, Fiction, classics, Fiction, satire, Satire, Humorous stories, Intellectuals -- Fiction, England -- Fiction, Country homes -- Fiction",,"England, Great Britain",1920s,"fre, spa, rus, eng",,174.0,"Cosimo, Inc.",London,6,3.6666666666666665
Artemis Fowl and the Arctic Incident,Eoin Colfer,2001.0,50,"science fiction, Secuestro, Mothers and sons, Kidnapping, Magic, Magia, Juvenile fiction, Padre e hijos, Fairies, Fathers and sons, Fiction, Novela juvenil, Hadas, Padre e hijo, Ficción juvenil, Children's fiction, Kidnapping, fiction, Mothers and sons, fiction, Fairies, fiction, Magic, fiction, England, fiction, Fantasy fiction, Father-son relationship, Leprechauns, Fathers and sons, fiction, Large type books, New York Times bestseller, nyt:series_books=2008-06-22, Parent and child, Fantasy, Adventure stories, Gifted children, Mythical Animals, Father son relationships, Children's stories, Irish, Fées, Romans, nouvelles, etc. pour la jeunesse, Mères et fils, Action & Adventure, General, Boys & Men, Fantasy & Magic, Legends, Myths, Fables, Science & Technology, Mother-son relationship, Sprookjesfiguren, Ierland, Jeugdboeken ; verhalen, Adventure fiction, Children, Children's fantasy fiction, Children's stories, Crime, Criminals, fairies, Genius, fiction, Juvenile Literature, Series:Artemis-Fowl","Artemis Fowl, Artemis Fowl II, Artemis Fowl Junior, Artemis Fowl Senior, Captain Holly Short, Domovoi Butler, Domovoy Butler, Foaly, Holly Short, Juliet Butler, Julius Root","Murmansk, Russia, Ireland, England, Fowl Manor",Present day,"wel, pol, dut, spa, por, eng, ger, fre",Artemis Fowl,319.0,Hyperion/Talk Miramax,,17,3.8823529411764706
Wolves of the Calla,Stephen King,2003.0,50,"lightsabers, snitches, androids, Action and adventure fiction, Adventure fiction, epic fiction, Fiction, Heroes, Good and evil, Fantasy fiction, Adventure stories, Good and evil -- Fiction, thrillers, supernatural, fantasy, dark fantasy, Roland (Fictitious character), Science fiction, fantasy, horror, Fiction, fantasy, epic, Roland (fictitious character : king), fiction, Dark tower (imaginary place), fiction, Chang pian xiao shuo, Fiction, fantasy, general, Roland (Fictitious character : King), Maine in fiction, German language materials, Translations into German, American fiction, King, Stephen - Prose & Criticism, Fiction - Fantasy, Fantasy - Dark/Horror, Fiction / General, Fantasy - General","Roland Deschain, Eddie Dean, Jake Chambers, Blaine, Randall Flagg, Father Callahan, Maerlyn, Crimson King, Mia, Benny Slightman, Stephen King, Harry Potter, Jamie Jaffords, Finli o'Teg, Andy, Susannah Dean, low men, Kurt Barlow, Calvin Tower, Enrico Balazar, Oy, Walter O'Dim","New York, Maine, Mid-World, End-World, Calla Bryn Sturgis, Thunderclap, 'Salem's Lot, Second Avenue, Forty-Sixth Street, Topeka, Dogan, Way Station, Doorway Cave, Mei guo, New York (N.Y.)","1977, 1983, Xian dai .","ger, eng, por, rus, spa, chi, pol, ita",Dark Tower (5),714.0,Hodder & Stoughton,"Hampton Falls, N.H",190,4.052631578947368
The Wee Free Men,"Terry Pratchett, Paul Kidby",1994.0,50,"Children's fiction, Fairies, fiction, Witches, fiction, Discworld (Imaginary place), Juvenile fiction, Witches, Fiction, Fairies, Fantasy, Disque-monde (Lieu imaginaire), Romans, nouvelles, etc. pour la jeunesse, Fantasy fiction, Young Adult Fiction, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Humorous stories, Tiffany Aching (Fictitious character), Powieść fantastyczna angielska, Tłumaczenia polskie, Brothers and sisters, Literature and fiction, juvenile, Magic, Witches in fiction, Fairies in fiction, English Fantasy fiction, Translations into German",,,1990-,"por, pol, heb, ita, eng, fre, ger, dut",Discworld (29),317.0,TEA,Milan,29,4.344827586206897
Under the Dome,Stephen King,2009.0,50,"Fiction, Veterans, City and town life, Good and evil, Psychological fiction, Thrillers, Fantasy fiction, Suspense fiction, Iraq War, nyt:trade_fiction_paperback=2010-07-04, New York Times bestseller, politicians, Vida urbana, Veteranos, Ficción, Paranormal fiction, Fiction, suspense, Maine, fiction, Fiction, psychological, Large type books, New York Times reviewed, Fiction, thrillers, suspense, Romans, nouvelles, Maine -- Fiction","Andy Sanders, Jim Rennie, Andrea Grinnell, Rose Twitchell, Dale Barbara, Anson Wheeler, Angie McCain, Dodee Sanders, Howard Perkins, Peter Randolph, Mary Arsenault, Freddy Denton, George Denton, George Frederick, Rupert Libby, Toby Whelan, Jackie Wettington, Linda Everett, Stacey Moggin, Junior Rennie, Georgia Roux, Frank DeLesseps, Melvin Searles, Carter Thibodeau, Lester Coggins, Piper Libby, Ron Haskell, Rusty Everett, Ginny Tomlinson, Dougie Twitchell, Gina Buffalino, Harriet Bigelow, Little Walter Bushey, Joe McClatchey, Norrie Calvert, Benny Drake, Judy Everett, Janelle Everett, Ollie Dinsmore, Rory Dinsmore, Tommy Anderson, Willow Anderson, Stewart Bowie, Fernald Bowie, Joe Boxer, Romeo Burpee, Paul Bushey, Samantha Bushey, Jack Cale, Ernie Calvert, Johnny Carver, Alden Dinsmore, Roger Kilian, Lisa Jamieson, Claire McClatchey, Alva Drake, Scrubby Norman, Brenda Perkins, Julia Shumway, Tony Guay, Pete Freeman, Sam Verdreaux, Alice Appleton, Aidan Appleton, Thurston Marshall, Carolyn Sturges, Horace, Clover, Audrey","Maine, Chester’s Mill, Sweetbriar Rose, Christ the Holy Redeemer Church, First Congregational Church, Dipper's Roadhouse, Bowie Funeral Home, Burpee's Department Store, The Democrat Office",,"ger, eng, por, spa, heb, fin, pol",Thorndike Press large print core,1074.0,Scribner,"Waterville, Me",55,3.8181818181818183
Watchers,Dean Koontz,1987.0,51,"Dogs, Serial murders, Fiction, Fiction, horror, Genetic engineering",,,,"rus, tur, eng, spa, ger, fre, jpn","Heyne-Bücher : 1, Heyne allgemeine Reihe -- Nr. 8063",469.0,Putnam,New York,11,4.0
Along Came a Spider,James Patterson,1993.0,50,"Fiction, Police, Secret service, Private schools, Alex Cross (Fictitious character), Police psychologists, African American police, Psychological fiction, Mystery, Kidnapping, Cross, alex (fictitious character), fiction, Washington (d.c.), fiction, Fiction, mystery & detective, police procedural, Fiction, psychological, African americans, fiction, Fiction, thrillers, general, Fiction, suspense, American literature, Fiction, thrillers, suspense, collectionid:ac, Roman policier",Alex Cross (Fictitious character),Washington (D.C.),,"eng, spa, rus, fre, dut",Alex Cross (1),448.0,"Little, Brown And Company",Paris,32,4.03125
"Over Sea, Under Stone (The Dark Is Rising #1)",Susan Cooper,1965.0,50,"Adventure stories, Brothers and sisters, Cornwall (England : County ), Fantasy, Fantasy fiction, Ficción juvenil, Fiction, Hermanos, Juvenile fiction, Magic, Novela fantástica, Large type books, Good and evil, Archaeology, Buried treasure, Mystery and detective stories, Children's fiction, Cornwall (England), Cornwall (england : county), fiction, Magic, fiction, Brothers and sisters, fiction, Stanton, will (fictitious character), fiction, Siblings, fiction","Barnabas Drew, Jane Drew, Simon Drew","Cornwall (England : County), Cornwall (Inglaterra : Contado), Cornwell (England, County), England, Fantasy., Fantasy",,"tha, dut, ger, ita, nor, spa, vie, eng, jpn, und, swe",The Dark Is Rising (1),252.0,Harcourt Brace Jovanovich,London,20,3.35
Baby Einstein,"Julie Aigner-Clark, Nadeem Zaidi",2001.0,51,"Fiction, Educational games, Juvenile literature, Development, Juvenile ficton, Activity programs, Toddlers, Early childhood education, Animals, Motion, Stories in rhyme, Concepts, Infants, Locomotion, Parent and infant, Juvenile fiction, Color, Colors, Counting, Size, Juvenile Fiction / Nature & the Natural World, Specimens, Toy and movable books, Children: Grades 1-2, Children: Babies Toddlers, Board books, Baths, Monkeys, Sky, Clouds, Sun, Planets, Astronomy, Shapes, Geometry, Habitations, Miniature books",,,,eng,Baby Einstein,16.0,Hyperion,,14,3.7857142857142856
The Odessa file,"Frederick Forsyth, Frederick Davidson",1842.0,71,"Concentration camps, Fiction, FICTION / Action & Adventure, Adventure, Fiction, thrillers, general, Literature, Holocaust, Jewish (1939-1945), Nazis, Large type books, Fiction, general, Fiction, thrillers, espionage, War criminals, Criminals, fiction, Fiction, suspense, Fiction, thrillers",,,,"heb, ger, pol, spa, und, vie, ita, rus, eng",Pocherk Mastera,334.0,Viking Adult,,11,3.5454545454545454
The Problem of Pain,"C.S. Lewis, James Simmons",1940.0,51,"Pain, Religious aspects of Suffering, Christianity, Suffering, Nonfiction, Religious aspects of Pain, Religion & Spirituality, Providence and government of God, Good and evil, Morals, Medical Philosophy, Suffering, religious aspects, Pain, popular works, Christian life, Providence divine, Religious aspects",,,,"und, kor, eng",The Christian challenge series,148.0,Centenary Press,London,5,3.2
Who's Afraid of Virginia Woolf?,Edward Albee,1962.0,51,"Plays, American drama, English drama, Married people, Drama, Marriage, College teachers, Husband and wife, Production and direction, Theater, American drama (dramatic works by one author), Play, Drama (dramatic works by one author), Juvenile fiction, Plays. l., Marital conflict, Cocktail parties",,New England,20th century,"gre, eng, spa, ger, und, chi",Columbia masterworks,242.0,Atheneum,New York,17,3.5294117647058822
Dolores Claiborne,Stephen King,1992.0,50,"Women, Intimacy (Psychology), Confession, Fiction, Confesión, Intimidad (Psicología), Horror, Open Library Staff Picks, Mujeres, Ficción, Cuentos de terror, Horror tales, Fiction, general, American literature, Fiction, horror, Maine, fiction, Claiborne, dolores (fictitious character), fiction, Fiction, thrillers, suspense, Fiction, thrillers, crime, Fiction, thrillers, psychological, Ameerika","Brenda, Clarice, Cloris, Patricia, Tommy Anderson, Yvette, Anderson, Jolene Aubuchon, Cindy Babcock, Nancy Bannister, Mark Benoit, Sonny Benoit, Andy Bissette, Maria Bissette, Vincent Bragg, Willy Bramball, Henry Briarton, Stevie Brooks, John Caron, Melissa Caron, Philio Caron, Tanya Caron, Dolores Claiborne, Mr. Claiborne, Patricia Claiborne, Arlene Cullum, Mrs. Devereaux, Jimmy DeWitt, Charlie Dispenzieri, Helga Donovan, Michael Donovan, Vera Donovan, Harry Doucette, Peter, Doyon, Alicia Forbert, Jack Forber, Harley Fox, Chip Freneau, Jimmy Gagnon, Randy Gigeure, Alan Greenbush, Reverend Huff, Brandon Jaegger, Karen Jolander, Mabel Jolander, Ted Kenopensky, Laurie Langill, Gail Lavesue, Duke Marchant, Sammy Marchant, John Marshall, John McAuliffe, Lisa McCandless, Chip McLeod, Hattie McLeod, Lucien Mercier, Sandra Mulchaye, Dickey O'Hara, Mr. Pease, Dave Pelletier, Norris Pinette, Skippy Porter, Frank Proulx, Susan Emma Proulx, Sonny Quist, Seth Reed, George Richards, Neely Robichaud, Mrs. Sheets, Edgar Sherrick Dolores St. George, Fred S. George, Joe St. George, Pete St. George, Selena St. George, Alicia St. George, Gordon Stargill, Mike Stargill, Dougie Tappert, Garrett Thibodeau, Rick Thibodeau, Collie Violette, Shawna Wyndham","Maine, Little Tall Island",1963,"eng, fre, rus, ger, spa, ita",G. K. Hall Large Print Book Series,307.0,BCA,London,26,3.3076923076923075
